2
0
73
0	3616	-0	-1.98	-0	2.42	0.5	0.48	0.82	0.02	0.26	1.04	1.3	0.46	0.1	0.44	0.52	0.16	0.44	-0.3	1.84	0.4	1.38	0.28	-1.82	0.3	3.64	-0.1	0.22	49.74	-0.68	0.4	0.58	0.7	0.74	-0.14	-0.7	-0.4	0.22	0.96	0.18	0.32	0.38	-0.22	0.48	0.38	0.16	-6.93889e-18	-1.06	-0.68	-0.72	-0.02	0.72	4.66	0.36	0.34	-0.74	-0.94	0.9	0.88	0.18	0.3	-0.06	3.84	0.46	0.7	-0.04	-0	31.68	-0	-0	-0	-0	-0	-0	
1	0	1.98	-0	41.76	30.3	15.34	0.02	4.62	25.72	-0.26	8.68	2.08	0.18	22.1	-0.2	0.18	-0.1	-0.4	6.02	5.14	0.16	8.04	-0.52	9.54	0.2	8.2	3.98	0.28	70.8	5.36	17.26	4.12	2.74	1.42	12.28	12.28	5.04	0.44	4.22	-0.36	0.1	-0.24	0.92	-0.2	-0.04	-0.02	2.76	10.14	19.26	3.04	7.52	-0.2	10.28	0.28	-0.54	20.46	16.44	0.4	8.82	-0.26	-0.42	9.04	9.04	-0.26	-0.14	6.6	-0	-0	-0	-0	-0	-0	-0	-0	
2	270	-0	-41.76	-0	-57.02	-51.48	-0	-0	-0	-0	-0	-0	-0	-0	-0	-77.4	-0	-0	-53.46	-63	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-45.72	-0	-0	-0	-0	-0	-0	-0	-82.62	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
3	1344	-2.42	-30.3	57.02	-0	-7.6	-0.52	-5.88	-11.28	-1.44	-2.44	1.24	-0.08	-11.58	1.08	-0.32	-1.78	-1.1	-5.62	3.06	-0.48	-3.48	-1.32	-11.36	0.04	10.78	-3.42	-0.98	28.76	-6.68	-7.8	0.7	0.26	-2.56	-7.04	-9.32	-3.98	2.08	-4.12	-1.04	-1.8	-1.78	-2.32	-0.62	-1.1	-0.56	-4.24	-9.72	-12.14	-5.4	-3.88	-1.64	16.06	-0.92	-1.04	-9.56	-10.56	-2.78	-4.26	-1.34	-0.5	-7.24	17.1	0.2	-1.1	-6.98	-0	-0	-0	-0	-0	-0	-0	-0	
4	933	-0.5	-15.34	51.48	7.6	-0	1.52	-0.78	-2.3	0.82	1.58	4.16	1.48	-1.5	6.08	2.9	2.04	1.52	-0.02	5.64	1.8	1.08	1.34	-1.02	0.68	10.86	0.12	1.24	42.22	-0.92	-0.58	2.24	3.84	1.4	-0.42	-1.18	0.4	3.04	2.34	1.32	0.7	1.8	1.94	1.96	1.4	0.88	-0.36	-1.46	-0.74	0.94	0.3	1.66	14.22	1.22	1.44	-0.4	-2	1.56	1.16	1.5	1	-0.46	12.2	2.74	0.84	0.3	-0	-0	-0	-0	-0	-0	-0	-0	
5	58	-0.48	-0.02	-0	0.52	-1.52	-0	-0.12	-2.26	-0	-0.8	-0	-0	-2.48	-0	-0	-0	-0	-0.6	-0	-0	-0.54	-0	-0.64	-0	-0	-0.64	-0	54.58	-1.42	-0.62	-0	1.44	-0	-1.28	-2.64	-0.64	-0	-0.22	-0	-0	-0	-0	-0	-0	-0	-0.28	-2.04	-2.44	-0.16	-0.48	-0	-0	-0	-0	-2.4	-2.08	-0.08	-1.08	-0	-0	-0.68	-0	1.2	-0	-0.96	-0	-0	-0	42.48	-0	-0	-0	-0	
6	55	-0.82	-4.62	-0	5.88	0.78	0.12	-0	0.88	0.06	-0.4	1.02	0.56	-0.44	0.24	0.24	-0	0.42	-3.22	1.56	-0	-0.82	0.2	1.36	0.26	2.06	-0.72	0.22	50.4	-2.9	0.6	0.7	1.52	-0.76	1.06	1.68	-0.1	0.32	1.32	-0	-0	-0.1	0.8	0.6	0.24	0.24	0.08	-2.14	0.84	-2.08	-0.72	0.06	3.86	0.36	0.42	-0.56	1.36	-0.9	-2.18	0.2	0.14	-1.18	3.36	0.58	-0	-0.36	-0	43.2	-0	-0	-0	-0	-0	-0	
7	53	-0.02	-25.72	-0	11.28	2.3	2.26	-0.88	-0	1.68	4.9	3.32	2.2	0.24	5.34	3.36	1.58	3.1	3.26	5.66	1.94	3.42	1.72	0.1	1.62	17.24	2.48	2.72	41.04	1.66	3.14	3.06	3.6	2.26	0.38	-0.26	0.68	5.54	3.42	1.64	2.64	1.74	2.66	2.2	1.8	1.32	1.82	1.44	0.52	2.28	0.34	2.94	19.16	2.04	2.38	-0.24	0.32	3.82	2.54	2.14	1.9	1.16	17.14	3.4	1.56	2.28	-0	-0	47.52	-0	-0	-0	-0	-0	
8	933	-0.26	0.26	-0	1.44	-0.82	-0	-0.06	-1.68	-0	-0.72	-0	-0	-0.8	-0	0.96	-0	-0	-0.12	-0	-0	-0.44	-0	-0.92	-0	-0.16	-0.4	-0	55.2	-0.76	-1.32	-0	0.72	-0	-0.96	-1.48	-0.58	-0	-0.22	-0	-0	-0	-0.14	-0	-0	-0	-0.6	-1.8	-2.72	-0.16	-0.92	-0	-0	-0	-0	-0.8	-2.14	-0	-1	-0	-0	-1	-0	-0	-0	-1.62	35.1	-0	-0	-0	-0	-0	-0	-0	
9	147	-1.04	-8.68	-0	2.44	-1.58	0.8	0.4	-4.9	0.72	-0	1.76	1.04	-4.1	0.72	0.64	1.12	0.36	0.16	4.36	1.28	1.56	0.8	-1.48	0.6	6.7	-1.56	1.12	46.36	-0.5	-2.44	0.92	3.28	1.32	-1.56	-4.88	-1.42	1.04	1.52	0.6	0.32	1.12	0.84	0.8	0.12	0.52	-0.56	-3.8	-3.32	0.16	-1.24	0.8	8.44	0.24	1.04	-3.42	-3.86	2.28	-0.44	1.16	0.56	-1.84	7.64	2.12	0.32	-0.66	-0	-0	-0	-0	-0	69.84	-0	-0	
