4
0
73
0	1083	-0	1.68	-0	-0.8	-0	-0.28	-0	-0	-0	-0	-0	-0	2.88	6	-0	0.2	-0	-0	-0.16	7.48	-0	0.06	-0	-0	-0	-0.32	-0	-0	2.64	-0	-0	-0	-0	0.72	-0	-0	-0	-0.28	-0.56	-0	0.72	-0	0.48	-0	-0.16	1.2	-0	-0	0.24	1.68	2.24	-0	1.68	0.48	-0	-0	-0	2.88	-0	-0	-0.22	-0	-0	-0.32	2.08	0.08	-0	-0	-0	14.16	-0	-0	-0	
1	0	-1.68	-0	3.78	-0.84	-0	-1.68	-1.68	-1.68	0.24	-1.68	-1.68	-1.68	1.2	4.08	-1.68	-1.44	-0.8	-1.68	-1.68	7.72	-1.2	-1.68	-1.68	-1.68	-1.68	-1.68	-1.52	-1.68	0.96	-1.68	-1.68	-1.68	-1.52	-0.96	-1.68	-1.68	-1.68	-1.68	-1.68	-1.68	-0.96	-1.68	-0.4	-1.68	-1.68	-0.48	-1.68	-1.68	-1.12	1.28	0.72	-1.68	0.48	-0.56	-1.68	-0.72	-1.68	1.28	-1.68	-1.68	-0.32	-1.68	-1.68	-1.36	0.88	-1.68	-0	-0	-0	-0	-0	-0	-0	
2	45	-0	-3.78	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-8.62	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-20.96	-8.4	-0	-16.34	-6.48	-0	-0	-0	-0	-0	-0	-0	-0	
3	0	0.8	0.84	-0	-0	26.82	1.24	-0.24	-0.32	1.04	-0.24	0.64	-0.72	2.32	9.68	-0.24	1.4	0.36	-0.24	2.4	8.64	-0.8	0.22	-0.24	-0.3	-0.24	1.12	-1.28	-0.24	2.64	-0.56	-0.24	2.26	-0.7	0.66	0.02	-0.78	-0.3	4.48	2.68	-0.48	0.16	-0.24	1.12	-0.32	0.12	0.48	-0.32	-0.24	2.36	1.56	3.04	-1.28	2.16	3.18	-0.24	-0.3	-1.52	1.92	0.8	-0.32	3.12	-0.32	-0.32	2.92	2.8	-0.04	-0	-0	-0	-0	-0	-0	-0	
4	651	-0	-0	-0	-26.82	-0	-8.78	-0	-0	-0	-0	-0	-0	-0	-0	-0	-10.8	-0	-0	-3.78	-5.94	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-16.5	-0	-0	-0	-0	-0	-12.8	-0	-0	-0	-0	-0	-0	-21.04	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	
5	33	0.28	1.68	-0	-1.24	8.78	-0	-0	-0.24	4.64	-0	-4.08	-0	2.4	5.76	0.78	0.36	2.64	-0	1.44	4.08	12.38	1.52	-0	-0.52	-0	-0.28	0.24	-0	2.88	-0.24	-0	-4.16334e-17	-0.18	1.2	-0.24	-0.24	-0.06	-0.08	-0	-0	0.48	-0	3.24	-0.24	-0	1.2	-0.24	-0	1.68	4.28	4.76	-0.18	4.28	3.14	15.36	0.72	-0.24	2.72	3.12	-0.42	5.68	-0.24	-0.18	4.02	2.88	9.2	-0	-0	-0	-0	-0	-0	-0	
6	49	-0	1.68	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	2.88	5.76	-0	0.24	-0	-0	-0	9.3	0.96	1.2	-0	-0	-0	-0	-0	-0	2.64	-0	-0	-0	-0	0.72	-0	-0	-0	-0	-0	-0	0.72	-0	0.48	-0	-0	1.2	-0	-0	-0	2.4	2.16	-0	1.68	0.72	-0	-0	-0	2.4	-0	-0	-0	-0	-0	-0	2.4	-0	-0	-0	-0	-0	-0	-0	-0	
7	44	-0	1.68	-0	0.32	-0	0.24	-0	-0	-0	-0	-0	-0	2.64	5.94	-0	0.36	-0	-0	0.24	8.58	0.72	-0.66	-0	-0	-0	-0	-0	-0	2.88	-0	-0	-0	-0	0.96	-0	-0	-0	-0	-0	-0	0.72	-0	0.48	-0	-0	1.2	-0	-0	0.24	2.16	2.32	-0	1.68	0.72	-0	-0	-0	1.2	-0	-0	-0	-0	-0	-0	2.4	-0.02	-0	-0	-0	8.4	-0	-0	-0	
8	29	-0	-0.24	-0	-1.04	-0	-4.64	-0	-0	-0	-0	-0	-0	2.64	-1.2	-0	-3.68	-1.84	3.3	-4.4	4.98	-0	-1.76	-0	-0	-0	-4.16	-0	-0	2.88	-0	-0	-0	-0	0.72	-4.16	-0	-0	-3.04	-4.96	-0	0.72	-0	0.48	-0	-1.76	1.2	-0	-0	-4.72	2.34	-0.72	-0	1.62	0.72	-0	-0	-0	2.16	-0	-0	-6.48	-0	-0	-4.72	-0.48	-1.76	17.82	-0	-0	-0	-0	-0	-0	
9	52	-0	1.68	-0	0.24	-0	-0	-0	-0	-0	-0	-0	-0	2.64	5.76	-0	0.24	-0	-0	-0	6.5	1.2	-0	-0	-0	-0	-0	-0	-0	2.88	-0	-0	-0	-0	0.72	-0	-0	-0	-0	-0	-0	0.72	-0	0.48	-0	-0	1.2	-0	-0	-0	2.4	2.16	-0	1.68	0.72	-0	0.96	-0	3.6	-0	-0	-0	-0	-0	-0	2.4	-0	-0	-0	-0	-0	-0	-0	-0	
