24
0
20
0	520	0	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	
1	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
17	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
18	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
19	520	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
