12
0
17
0	517	0	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	-25	
1	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
15	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
16	517	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
