20
0
15
0	811	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	811	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
2	811	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
3	811	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
4	811	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
5	811	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
6	811	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
7	811	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
8	811	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
9	811	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
10	811	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
11	811	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
12	811	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
13	811	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
14	811	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
