10
0
15
0	804	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	804	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
2	804	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
3	804	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
4	804	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
5	804	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
6	804	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
7	804	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
8	804	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
9	804	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
10	804	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
11	804	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
12	804	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
13	804	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
14	804	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
