97
0
15
0	821	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	821	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
2	821	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
3	821	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
4	821	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
5	821	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
6	821	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
7	821	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
8	821	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
9	821	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
10	821	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
11	821	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
12	821	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
13	821	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
14	821	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
