94
0
15
0	867	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	867	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
2	867	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
3	867	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
4	867	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
5	867	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
6	867	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
7	867	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
8	867	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
9	867	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
10	867	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
11	867	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
12	867	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
13	867	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
14	867	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
