45
0
16
0	339	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	339	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	339	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	
3	339	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	0	
4	339	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	0	
5	339	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	0	
6	339	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	0	
7	339	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	0	
8	339	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	0	
9	339	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	0	
10	339	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	0	
11	339	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	0	
12	339	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	0	
13	339	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	0	
14	339	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	50	
15	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	
