10
1000
16
0	500	0	-150	-148.5	-151.5	-147	0	0	0	0	0	0	0	0	0	0	0	
1	500	150	0	0	0	0	-153	0	0	0	0	0	0	0	0	0	0	
2	500	148.5	0	0	0	0	0	-145.5	-154.5	0	0	0	0	0	0	0	0	
3	500	151.5	0	0	0	0	-144	-156	-142.5	0	0	0	0	0	0	0	0	
4	500	147	0	0	0	0	0	-157.5	0	0	0	0	0	0	0	0	0	
5	500	0	153	0	144	0	0	0	0	0	-141	0	-159	0	-139.5	-160.5	0	
6	500	0	0	145.5	156	157.5	0	0	0	0	0	-138	-162	-136.5	0	0	0	
7	500	0	0	154.5	142.5	0	0	0	0	-163.5	0	0	-135	-165	-133.5	-166.5	0	
8	500	0	0	0	0	0	0	0	163.5	0	0	0	0	0	0	0	-132	
9	500	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	-168	
10	500	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	-130.5	
11	500	0	0	0	0	0	159	162	135	0	0	0	0	0	0	0	-169.5	
12	500	0	0	0	0	0	0	136.5	165	0	0	0	0	0	0	0	-129	
13	500	0	0	0	0	0	139.5	0	133.5	0	0	0	0	0	0	0	-171	
14	500	0	0	0	0	0	160.5	0	166.5	0	0	0	0	0	0	0	-150	
15	500	0	0	0	0	0	0	0	0	132	168	130.5	169.5	129	171	150	0	
