35
0
14
0	305	0	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	305	80	0	0	0	0	0	0	0	0	0	0	0	0	0	
