10
0
15
0	304	0	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	-80	
1	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
5	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
10	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
11	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
14	304	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
