3
0
16
0	500	0	-100	-99	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	500	100	0	0	-101	0	0	0	0	0	0	0	0	0	0	0	0	
2	500	99	0	0	-98	0	0	0	0	0	0	0	0	0	0	0	0	
3	500	0	101	98	0	-102	-97	-103	0	0	0	0	0	0	0	0	0	
4	500	0	0	0	102	0	0	0	-96	0	0	0	0	0	0	0	0	
5	500	0	0	0	97	0	0	0	-104	0	0	0	0	0	0	0	0	
6	500	0	0	0	103	0	0	0	-95	0	0	0	0	0	0	0	0	
7	500	0	0	0	0	96	104	95	0	-105	-94	-106	-93	-107	-92	-108	0	
8	500	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	-91	
9	500	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	-109	
10	500	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	-90	
11	500	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	-110	
12	500	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	-89	
13	500	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	-111	
14	500	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	-100	
15	500	0	0	0	0	0	0	0	0	91	109	90	110	89	111	100	0	
