4
1000
16
0	500	0	-200	-198	-202	-196	0	0	0	0	0	0	0	0	0	0	0	
1	500	200	0	0	0	0	-204	0	0	0	0	0	0	0	0	0	0	
2	500	198	0	0	0	0	0	-194	-206	0	0	0	0	0	0	0	0	
3	500	202	0	0	0	0	-192	-208	-190	0	0	0	0	0	0	0	0	
4	500	196	0	0	0	0	0	-210	0	0	0	0	0	0	0	0	0	
5	500	0	204	0	192	0	0	0	0	0	-188	0	-212	0	-186	-214	0	
6	500	0	0	194	208	210	0	0	0	0	0	-184	-216	-182	0	0	0	
7	500	0	0	206	190	0	0	0	0	-218	0	0	-180	-220	-178	-222	0	
8	500	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	-176	
9	500	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	-224	
10	500	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	-174	
11	500	0	0	0	0	0	212	216	180	0	0	0	0	0	0	0	-226	
12	500	0	0	0	0	0	0	182	220	0	0	0	0	0	0	0	-172	
13	500	0	0	0	0	0	186	0	178	0	0	0	0	0	0	0	-228	
14	500	0	0	0	0	0	214	0	222	0	0	0	0	0	0	0	-200	
15	500	0	0	0	0	0	0	0	0	176	224	174	226	172	228	200	0	
