3
1000
12
0	500	0	-200	-198	-202	-196	-204	0	0	0	0	0	0	
1	500	200	0	0	0	0	0	0	-194	0	0	0	0	
2	500	198	0	0	0	0	0	-206	-192	0	-208	-190	0	
3	500	202	0	0	0	0	0	0	0	-210	0	0	0	
4	500	196	0	0	0	0	0	-188	0	-212	-186	-214	0	
5	500	204	0	0	0	0	0	-184	0	-216	-182	-218	0	
6	500	0	0	206	0	188	184	0	0	0	0	0	-180	
7	500	0	194	192	0	0	0	0	0	0	0	0	-220	
8	500	0	0	0	210	212	216	0	0	0	0	0	-178	
9	500	0	0	208	0	186	182	0	0	0	0	0	-222	
10	500	0	0	190	0	214	218	0	0	0	0	0	-200	
11	500	0	0	0	0	0	0	180	220	178	222	200	0	
